source,label,rules,sentence
Abbottstown_(Pennsylvania),ladin,template_boilerplate,Abbottstown fej pert de la contea Adams.
Abbs_Valley_(Virginia),ladin,template_boilerplate,Abbs Valley fej pert de la contea Tazewell.
Abbur,ladin,template_boilerplate,Abbur ie n luech te l'India tl stat federel Karnataka.
Abbur,ladin,template_boilerplate,L ie tl Piriyapatna Taluk dl raion Mysore.
Abbur,ladin,template_boilerplate,Tl 2011 ovel na populazion de 1 373.
Abburu,ladin,template_boilerplate,Abburu ie n luech te l'India tl stat federel Andhra Pradesh.
Abburu,ladin,template_boilerplate,L ie tl Sattenapalle mandal dl raion Palnadu.
Abburu,ladin,template_boilerplate,Tl 2011 ovel na populazion de 4 100.
Abbyville_(Kansas),ladin,template_boilerplate,Abbyville ie n luech tl Kansas te i Stac Unii d’America.
Abbyville_(Kansas),ladin,template_boilerplate,"Tl 2019 ovel na populazion de 60 sun na spersa de 0,5 km²."
Abbyville_(Kansas),ladin,template_boilerplate,Abbyville fej pert de la contea Reno.
Abbévillers,ladin,template_boilerplate,Tl 2019 ovel na populazion de 1 050.
Abdalipur,ladin,template_boilerplate,Abdalipur ie n luech te l'India tl stat federel Bengal dl Vest.
Abdalipur,ladin,template_boilerplate,L ie tl Debra community development block dl raion Kharagpur.
Abdalipur,ladin,template_boilerplate,Tl 2011 ovel na populazion de 1 588.
Abdarpur_(P),ladin,template_boilerplate,Abdarpur (P) ie n luech te l'India tl stat federel Bengal dl Vest.
Abdarpur_(P),ladin,template_boilerplate,L ie tl Suri I community development block dl raion Suri Sadar.
Abdarpur_(P),ladin,template_boilerplate,Tl 2011 ovel na populazion de 2 414.
Abdon,ladin,template_boilerplate,Abdon ie n luech te la Nghiltiera te la contea zeremoniela Shropshire.
Abdul_Karimpur,ladin,template_boilerplate,Abdul Karimpur ie n luech te l'India tl stat federel Bengal dl Vest.
Abdul_Karimpur,ladin,template_boilerplate,L ie tl Jaynagar I community development block dl raion Baruipur.
Abdul_Karimpur,ladin,template_boilerplate,Tl 2011 ovel na populazion de 1 467.
Abdulla,ladin,template_boilerplate,Abdulla ie n luech te l'India tl stat federel Bengal dl Vest.
Abdulla,ladin,template_boilerplate,L ie tl Pingla community development block dl raion Kharagpur.
Abdulla,ladin,template_boilerplate,Tl 2011 ovel na populazion de 1 568.
Abdullapur,ladin,template_boilerplate,Abdullapur ie n luech te l'India tl stat federel Bengal dl Vest.
Abdullapur,ladin,template_boilerplate,L ie tl Murarai I community development block dl raion Rampurhat.
Abdullapur,ladin,template_boilerplate,Tl 2011 ovel na populazion de 1 616.
Abdulpur,ladin,template_boilerplate,Abdulpur ie n luech te l'India tl stat federel Bengal dl Vest.
Abdulpur,ladin,template_boilerplate,L ie tl Balagarh community development block dl raion Chinsurah.
Abdulpur,ladin,template_boilerplate,Tl 2011 ovel na populazion de 2 157.
Abegondo,ladin,template_boilerplate,"Tl 2018 ovel na populazion de 5 534 ti cunfins dl chemun, sun na spersa de 83,8 km²."
Abeilhan,ladin,template_boilerplate,Tl 2019 ovel na populazion de 1 750.
Abejar,ladin,template_boilerplate,Abejar ie n chemun de la Spania te la provinzia de Soria de la Castilia y León.
Abejar,ladin,template_boilerplate,"Tl 2018 ovel na populazion de 273 ti cunfins dl chemun, sun na spersa de 23,43 km²."
Abejuela,ladin,template_boilerplate,"Tl 2018 ovel na populazion de 56 ti cunfins dl chemun, sun na spersa de 86,667637 km²."
Abella_de_la_Conca,ladin,template_boilerplate,"Tl 2018 ovel na populazion de 167 ti cunfins dl chemun, sun na spersa de 78,3 km²."
Abeltjeshuis,ladin,template_boilerplate,Abeltjeshuis ie n luech ti Paejes Basc che toca pra l chemun de Westerwolde te la provinzia de Groningen.
Abenberg,ladin,template_boilerplate,Abenberg ie n chemun te la Germania tl Landkreis Roth dl stat federel Paiern.
Abenberg,ladin,template_boilerplate,"Tl 2020 ovel na populazion de 5 492 sun na spersa de 48,41 km²."
Abenda,ladin,template_boilerplate,Abenda ie n luech te l'India tl stat federel Telangana.
Abenda,ladin,template_boilerplate,L ie tl Narayankhed dl raion Medak.
Abenda,ladin,template_boilerplate,Tl 2011 ovel na populazion de 4 228.
Abendberg,ladin,template_boilerplate,L Abendberg ie n crëp te la Svizra.
Abendroth_Peak,ladin,template_boilerplate,L Abendroth Peak ie n crëp te l'Antartis.
Abendstein_(Elpes_de_Brandenberg),ladin,template_boilerplate,L Abendstein ie n crëp te l'Austria.
Abendstein_(Elpes_de_Brandenberg),ladin,template_boilerplate,L toca pra la ciadëina de crëps Elpes de Brandenberg y à na autëza de 1 596 metri.
Abengibre,ladin,template_boilerplate,"Tl 2018 ovel na populazion de 739 ti cunfins dl chemun, sun na spersa de 30,7 km²."
Abenhall,ladin,template_boilerplate,Abenhall ie n luech te la Nghiltiera te la contea zeremoniela Gloucestershire.
Abensberg,ladin,template_boilerplate,Abensberg ie n chemun te la Germania tl Landkreis Kelheim dl stat federel Paiern.
Abensberg,ladin,template_boilerplate,"Tl 2020 ovel na populazion de 14 192 sun na spersa de 60,26 km²."
Abentheuer,ladin,template_boilerplate,Abentheuer ie n chemun te la Germania tl Landkreis Birkenfeld dl stat federel Rheinland-Pfalz.
Abentheuer,ladin,template_boilerplate,"Tl 2020 ovel na populazion de 441 sun na spersa de 6,12 km²."
Abenójar,ladin,template_boilerplate,"Tl 2018 ovel na populazion de 1 314 ti cunfins dl chemun, sun na spersa de 423,43 km²."
Abercrombie_(North_Dakota),ladin,template_boilerplate,Abercrombie fej pert de la contea Richland.
Abercrombie_Crests,ladin,template_boilerplate,L Abercrombie Crests ie n crëp te l'Antartis.
Abercrombie_Crests,ladin,template_boilerplate,L toca pra la ciadëina de crëps Crëps Churchill y à na autëza de 1 259 metri.
Aberdeen_(Idaho),ladin,template_boilerplate,Aberdeen ie n luech tl Idaho te i Stac Unii d’America.
Aberdeen_(Idaho),ladin,template_boilerplate,"Tl 2019 ovel na populazion de 2 449 sun na spersa de 2,7 km²."
Aberdeen_(Idaho),ladin,template_boilerplate,Aberdeen fej pert de la contea Bingham.
Aberdeen_(Indiana),ladin,template_boilerplate,Aberdeen ie n luech tl Indiana te i Stac Unii d’America.
Aberdeen_(Indiana),ladin,template_boilerplate,"Tl 2019 ovel na populazion de 1 698 sun na spersa de 3,3 km²."
Aberdeen_(Indiana),ladin,template_boilerplate,Aberdeen fej pert de la contea Porter.
Aberdeen_(Maryland),ladin,template_boilerplate,Aberdeen ie na zità tl Maryland te i Stac Unii d’America.
Aberdeen_(Maryland),ladin,template_boilerplate,"Tl 2019 ovela na populazion de 15 904 sun na spersa de 17,1 km²."
Aberdeen_(Maryland),ladin,template_boilerplate,Aberdeen fej pert de la contea Harford.
Aberdeen_(Mississippi),ladin,template_boilerplate,Aberdeen ie na zità tl Mississippi te i Stac Unii d’America.
Aberdeen_(Mississippi),ladin,template_boilerplate,"Tl 2019 ovela na populazion de 5 302 sun na spersa de 31,4 km²."
Aberdeen_(Mississippi),ladin,template_boilerplate,Aberdeen fej pert de la contea Monroe.
Aberdeen_(North_Carolina),ladin,template_boilerplate,"Tl 2019 ovela na populazion de 7 862 sun na spersa de 26,3 km²."
Aberdeen_(North_Carolina),ladin,template_boilerplate,Aberdeen fej pert de la contea Moore.
Aberdeen_(Ohio),ladin,template_boilerplate,Aberdeen ie n luech tl Ohio te i Stac Unii d’America.
Aberdeen_(Ohio),ladin,template_boilerplate,"Tl 2019 ovel na populazion de 1 484 sun na spersa de 3,5 km²."
Aberdeen_(Ohio),ladin,template_boilerplate,Aberdeen fej pert de la contea Brown.
Aberdeen_(South_Dakota),ladin,template_boilerplate,"Tl 2019 ovela na populazion de 28 315 sun na spersa de 42,8 km²."
Aberdeen_(Washington),ladin,template_boilerplate,"Tl 2019 ovela na populazion de 16 571 sun na spersa de 28,2 km²."
Aberdeen_(Washington),ladin,template_boilerplate,Aberdeen fej pert de la contea Grays Harbor.
Aberdeen_Gardens_(Washington),ladin,template_boilerplate,"Tl 2019 ovela na populazion de 305 sun na spersa de 4,2 km²."
Aberford,ladin,template_boilerplate,Tl 2019 ovel na populazion de 1 059 abitanc.
Aberin,ladin,template_boilerplate,"Tl 2018 ovel na populazion de 371 ti cunfins dl chemun, sun na spersa de 21,25 km²."
Abernathy_(Texas),ladin,template_boilerplate,Abernathy ie na zità tl Texas te i Stac Unii d’America.
Abernathy_(Texas),ladin,template_boilerplate,"Tl 2019 ovela na populazion de 3 408 sun na spersa de 8,3 km²."
Abernathy_(Texas),ladin,template_boilerplate,Abernathy fej pert de la contea Hale.
Abertura,ladin,template_boilerplate,Abertura ie n chemun de la Spania te la provinzia de Cáceres de l'Extremadura.
Abertura,ladin,template_boilerplate,"Tl 2018 ovel na populazion de 388 ti cunfins dl chemun, sun na spersa de 62,71 km²."
Aberé,ladin,numeric_junk,"A 1879; G 1879; G 1923; L 1933; Ma 1953; F 2002; DLS 2002, fas."
Aberé,ladin,numeric_junk,"A 1879; G 1923; T 1934; Pe 1973; P/M 1985; Pz 1989; DLS 2002; Ms 2005, amp."
Abetone_Cutigliano,ladin,template_boilerplate,"Tl 2021 ovel na populazion de 28 sun na spersa de 74,94 km²."
Abeytas_(New_Mexico),ladin,template_boilerplate,"Tl 2019 ovela na populazion de 245 sun na spersa de 3,2 km²."
Abeytas_(New_Mexico),ladin,template_boilerplate,Abeytas fej pert de la contea Socorro.
Abezames,ladin,template_boilerplate,Abezames ie n chemun de la Spania te la provinzia de Zamora de la Castilia y León.
Abezames,ladin,template_boilerplate,"Tl 2018 ovel na populazion de 65 ti cunfins dl chemun, sun na spersa de 23,26 km²."
Abhanga_Puram,ladin,template_boilerplate,Abhanga Puram ie n luech te l'India tl stat federel Telangana.
Abhanga_Puram,ladin,template_boilerplate,L ie tl Madugulapalli dl raion Nalgonda.
Abhanga_Puram,ladin,template_boilerplate,Tl 2011 ovel na populazion de 1 073.
Abhaya,ladin,template_boilerplate,Abhaya ie n luech te l'India tl stat federel Bengal dl Vest.
Abhaya,ladin,template_boilerplate,L ie tl Salboni community development block dl raion Medinipur Sadar.
Abhaya,ladin,template_boilerplate,Tl 2011 ovel na populazion de 863.
Abhaynagar,ladin,template_boilerplate,Abhaynagar ie n luech te l'India tl stat federel Bengal dl Vest.
Abhaynagar,ladin,template_boilerplate,L ie tl Tehatta II community development block dl raion Tehatta.
Abhaynagar,ladin,template_boilerplate,Tl 2011 ovel na populazion de 2 254.
Abhaypur,ladin,template_boilerplate,Abhaypur ie n luech te l'India tl stat federel Bengal dl Vest.
Abhaypur,ladin,template_boilerplate,L ie tl Karimpur I community development block dl raion Tehatta.
Abhaypur,ladin,template_boilerplate,Tl 2011 ovel na populazion de 2 071.
Abhinagar,ladin,template_boilerplate,Abhinagar ie n luech te l'India tl stat federel Bengal dl Vest.
Abhinagar,ladin,template_boilerplate,L ie tl Itahar community development block dl raion Raiganj.
Abhinagar,ladin,template_boilerplate,Tl 2011 ovel na populazion de 1 208.
Abhiram,ladin,template_boilerplate,Abhiram ie n luech te l'India tl stat federel Bengal dl Vest.
Abhiram,ladin,template_boilerplate,L ie tl Phansidewa community development block dl raion Siliguri.
Abhiram,ladin,template_boilerplate,Tl 2011 ovel na populazion de 1 773.
Abhirampur,ladin,template_boilerplate,Abhirampur ie n luech te l'India tl stat federel Bengal dl Vest.
Abhirampur,ladin,template_boilerplate,Tl 2011 ovel na populazion de 4 618.
Abhirampur_(P),ladin,template_boilerplate,Abhirampur (P) ie n luech te l'India tl stat federel Bengal dl Vest.
Abhirampur_(P),ladin,template_boilerplate,L ie tl Barrackpore I community development block dl raion Barrackpore.
Abhirampur_(P),ladin,template_boilerplate,Tl 2011 ovel na populazion de 989.
Abhor,ladin,template_boilerplate,Abhor ie n luech te l'India tl stat federel Bengal dl Vest.
Abhor,ladin,template_boilerplate,L ie tl Raiganj community development block dl raion Raiganj.
Abhor,ladin,template_boilerplate,Tl 2011 ovel na populazion de 1 460.
Abi_Gamin,ladin,template_boilerplate,L Abi Gamin ie n crëp te la India.
Abi_Gamin,ladin,template_boilerplate,L toca pra la ciadëina de crëps Himalaia y à na autëza de 7 355 metri.
Abia_de_las_Torres,ladin,template_boilerplate,"Tl 2018 ovel na populazion de 169 ti cunfins dl chemun, sun na spersa de 27,16 km²."
Abiathar_Peak,ladin,template_boilerplate,L Abiathar Peak ie n crëp ti Stac Unii.
Abiathar_Peak,ladin,template_boilerplate,L toca pra la ciadëina de crëps Ciadëina de Absaroka y à na autëza de 3 331 metri.
Abie_(Nebraska),ladin,template_boilerplate,Abie ie n luech tl Nebraska te i Stac Unii d’America.
Abie_(Nebraska),ladin,template_boilerplate,"Tl 2019 ovel na populazion de 44 sun na spersa de 0,7 km²."
Abie_(Nebraska),ladin,template_boilerplate,Abie fej pert de la contea Butler.
Abiego,ladin,template_boilerplate,"Tl 2018 ovel na populazion de 278 ti cunfins dl chemun, sun na spersa de 38,191585 km²."
Abilene_(Kansas),ladin,template_boilerplate,Abilene ie na zità tl Kansas te i Stac Unii d’America.
Abilene_(Kansas),ladin,template_boilerplate,"Tl 2019 ovela na populazion de 6 258 sun na spersa de 12,3 km²."
Abilene_(Kansas),ladin,template_boilerplate,Abilene fej pert de la contea Dickinson.
Abilene_(Texas),ladin,template_boilerplate,Abilene ie na zità tl Texas te i Stac Unii d’America.
Abilene_(Texas),ladin,template_boilerplate,"Tl 2019 ovela na populazion de 110 993 sun na spersa de 246,1 km²."
Abilene_(Texas),ladin,template_boilerplate,Abilene fej pert de la contea Taylor.
Abilly-Sur-Claise,ladin,template_boilerplate,Tl 2019 ovel na populazion de 1 152.
Abinashpur,ladin,template_boilerplate,Abinashpur ie n luech te l'India tl stat federel Bengal dl Vest.
Abinashpur,ladin,template_boilerplate,L ie tl Suri II community development block dl raion Suri Sadar.
Abinashpur,ladin,template_boilerplate,Tl 2011 ovel na populazion de 1 846.
Abingdon_(Illinois),ladin,template_boilerplate,Abingdon ie na zità tl Illinois te i Stac Unii d’America.
Abingdon_(Illinois),ladin,template_boilerplate,"Tl 2019 ovela na populazion de 3 570 sun na spersa de 3,7 km²."
Abingdon_(Illinois),ladin,template_boilerplate,Abingdon fej pert de la contea Knox.
Abingdon_(Maryland),ladin,template_boilerplate,Abingdon ie na zità tl Maryland te i Stac Unii d’America.
Abingdon_(Maryland),ladin,template_boilerplate,"Tl 2019 ovela na populazion de 5 324 sun na spersa de 7,2 km²."
Abingdon_(Maryland),ladin,template_boilerplate,Abingdon fej pert de la contea Harford.
Abingdon_(Virginia),ladin,template_boilerplate,Abingdon ie na zità tl Virginia te i Stac Unii d’America.
Abingdon_(Virginia),ladin,template_boilerplate,"Tl 2019 ovela na populazion de 7 936 sun na spersa de 20,9 km²."
Abingdon_(Virginia),ladin,template_boilerplate,Abingdon fej pert de la contea Washington.
Abinger,ladin,template_boilerplate,Abinger ie n luech te la Nghiltiera te la contea zeremoniela Surrey.
Abington,ladin,template_boilerplate,Abington ie n luech te la Nghiltiera te la contea zeremoniela Northamptonshire.
Abington_Pigotts,ladin,template_boilerplate,Abington Pigotts ie n luech te la Nghiltiera te la contea zeremoniela Cambridgeshire.
Abiné,ladin,numeric_junk,"B 1763; A 1879; A 1895; Ma 1950; P/P 1966; V/P 1998; DLS 2002, grd."
Abiné,ladin,numeric_junk,"A 1879; G 1879; G 1923; L 1933; Ma 1953; DLS 2002, fas."
Abiné,ladin,numeric_junk,A 1879; R 1914/99; DA 1973; Mz 1976; DLS 2002; DILF 2013) Ⓘ ◇
Abiquiu_(New_Mexico),ladin,template_boilerplate,Abiquiu ie n luech tl New Mexico te i Stac Unii d’America.
Abiquiu_(New_Mexico),ladin,template_boilerplate,"Tl 2019 ovel na populazion de 150 sun na spersa de 2,5 km²."
Abiquiu_(New_Mexico),ladin,template_boilerplate,Abiquiu fej pert de la contea Rio Arriba.
Abira,ladin,template_boilerplate,Abira ie n luech te l'India tl stat federel Bengal dl Vest.
Abira,ladin,template_boilerplate,L ie tl Pandua community development block dl raion Chinsurah.
Abira,ladin,template_boilerplate,Tl 2011 ovel na populazion de 720.
Abita_Springs_(Louisiana),ladin,template_boilerplate,"Tl 2019 ovela na populazion de 2 571 sun na spersa de 11,9 km²."
Abitazion,ladin,numeric_junk,"R 1914/99; DLS 2002; DILF 2013,"
Abitigarra,ladin,template_boilerplate,L Abitigarra ie n crëp te la Spania.
Abitigarra,ladin,template_boilerplate,L toca pra la ciadëina de crëps Ciadëina de Iturrieta y à na autëza de 1 165 metri.
Abizanda,ladin,template_boilerplate,"Tl 2018 ovel na populazion de 151 ti cunfins dl chemun, sun na spersa de 44,838534 km²."
Abjakhali,ladin,template_boilerplate,Abjakhali ie n luech te l'India tl stat federel Bengal dl Vest.
Abjakhali,ladin,template_boilerplate,L ie tl Bishnupur I community development block dl raion Alipore Sadar.
Abjakhali,ladin,template_boilerplate,Tl 2011 ovel na populazion de 2 459.
Abjan_Nagar,ladin,template_boilerplate,Abjan Nagar ie n luech te l'India tl stat federel Bengal dl Vest.
Abjan_Nagar,ladin,template_boilerplate,Tl 2011 ovel na populazion de 5 544.
Abla,ladin,template_boilerplate,Abla ie n chemun de la Spania te la provinzia de Almería de l'Andalusia.
Abla,ladin,template_boilerplate,"Tl 2018 ovel na populazion de 1 247 ti cunfins dl chemun, sun na spersa de 45,24 km²."
Ablai,ladin,template_boilerplate,L à na autëza de 2 346 metri.
Ablain-Saint-Nazaire,ladin,template_boilerplate,Tl 2019 ovel na populazion de 1 824.
Ablanque,ladin,template_boilerplate,"Tl 2018 ovel na populazion de 63 ti cunfins dl chemun, sun na spersa de 51,4 km²."
Ablapur,ladin,template_boilerplate,Ablapur ie n luech te l'India tl stat federel Telangana.
Ablapur,ladin,template_boilerplate,L ie tl Papannapet mandal dl raion Medak.
Ablapur,ladin,template_boilerplate,Tl 2011 ovel na populazion de 1 215.
Ableiges,ladin,template_boilerplate,Tl 2019 ovel na populazion de 1 142.
Ablis,ladin,template_boilerplate,Tl 2019 ovel na populazion de 3 443.
Ablitas,ladin,template_boilerplate,"Tl 2018 ovel na populazion de 2 557 ti cunfins dl chemun, sun na spersa de 77,48 km²."
Ablon,ladin,template_boilerplate,Tl 2019 ovel na populazion de 1 198.
Ablon-sur-Seine,ladin,template_boilerplate,Tl 2019 ovel na populazion de 5 818.
Abner_Range,ladin,template_boilerplate,Si pont plu aut ie a 192 metri.
Abney_Crossroads_(South_Carolina),ladin,template_boilerplate,"Tl 2019 ovel na populazion de 110 sun na spersa de 1,2 km²."
Abney_Crossroads_(South_Carolina),ladin,template_boilerplate,Abney Crossroads fej pert de la contea Kershaw.
Abodi,ladin,template_boilerplate,L Abodi ie n crëp te la Spania.
Abodi,ladin,template_boilerplate,L toca pra la ciadëina de crëps Ciadëina de Abodi y à na autëza de 1 533 metri.
Abra_Dihi,ladin,template_boilerplate,Abra Dihi ie n luech te l'India tl stat federel Bengal dl Vest.
Abra_Dihi,ladin,template_boilerplate,Tl 2011 ovel na populazion de 1 166.
Abra_Grande,ladin,template_boilerplate,L Abra Grande ie n crëp te l'Argentina.
Abra_Grande,ladin,template_boilerplate,L toca pra la ciadëina de crëps Andes y à na autëza de 5 391 metri.
Abraham,ladin,template_boilerplate,L Abraham ie n crëp te la Germania.
Abraham,ladin,template_boilerplate,L à na autëza de 134 metri.
Abrahamów,ladin,template_boilerplate,L Abrahamów ie n crëp te la Polonia.
Abrahamów,ladin,template_boilerplate,L à na autëza de 857 metri.
Abrahimto,ladin,template_boilerplate,L Abrahimto ie na ciadëina de crëps tl Eritrea.
Abrahimto,ladin,template_boilerplate,Si pont plu aut ie a 628 metri.
Abram_(Texas),ladin,template_boilerplate,Abram ie n luech tl Texas te i Stac Unii d’America.
Abram_(Texas),ladin,template_boilerplate,"Tl 2019 ovel na populazion de 1 566 sun na spersa de 7,9 km²."
Abram_(Texas),ladin,template_boilerplate,Abram fej pert de la contea Hidalgo.
Abrams_(Wisconsin),ladin,template_boilerplate,Abrams ie na zità tl Wisconsin te i Stac Unii d’America.
Abrams_(Wisconsin),ladin,template_boilerplate,"Tl 2019 ovela na populazion de 401 sun na spersa de 2,1 km²."
Abrams_(Wisconsin),ladin,template_boilerplate,Abrams fej pert de la contea Oconto.
Abrera,ladin,template_boilerplate,"Tl 2018 ovel na populazion de 12 697 ti cunfins dl chemun, sun na spersa de 19,9 km²."
Abrest,ladin,template_boilerplate,Tl 2019 ovel na populazion de 2 908.
Abriola,ladin,template_boilerplate,Abriola ie n chemun talian te la provinzia de Potenza te la Basilicata.
Abriola,ladin,template_boilerplate,"Tl 2021 ovel na populazion de 1 546 sun na spersa de 96,64 km²."
Abrucena,ladin,template_boilerplate,Abrucena ie n chemun de la Spania te la provinzia de Almería de l'Andalusia.
Abrucena,ladin,template_boilerplate,"Tl 2018 ovel na populazion de 1 221 ti cunfins dl chemun, sun na spersa de 83 km²."
Absam,ladin,template_boilerplate,"Ai 1 de jené 2021Template:FormatDate/Wartung/Error ovel na populazion de 7 319 sun na spersa de 51,93 km²."
Absarokee_(Montana),ladin,template_boilerplate,Absarokee ie n luech tl Montana te i Stac Unii d’America.
Absarokee_(Montana),ladin,template_boilerplate,"Tl 2019 ovel na populazion de 1 048 sun na spersa de 5,5 km²."
Absarokee_(Montana),ladin,template_boilerplate,Absarokee fej pert de la contea Stillwater.
Absberg,ladin,template_boilerplate,"Tl 2020 ovel na populazion de 1 392 sun na spersa de 18,98 km²."
Abscon,ladin,template_boilerplate,Tl 2019 ovel na populazion de 4 376.
Absdorf,ladin,template_boilerplate,"Ai 1 de jené 2022Template:FormatDate/Wartung/Error ovel na populazion de 2 300 sun na spersa de 15,98 km²."
Absecon_(New_Jersey),ladin,template_boilerplate,"Tl 2019 ovela na populazion de 8 471 sun na spersa de 14,2 km²."
Absecon_(New_Jersey),ladin,template_boilerplate,Absecon fej pert de la contea Atlantic.
Absecon_Highlands_(New_Jersey),ladin,template_boilerplate,"Tl 2019 ovel na populazion de 1 386 sun na spersa de 5,1 km²."
Absecon_Highlands_(New_Jersey),ladin,template_boilerplate,Absecon Highlands fej pert de la contea Atlantic.
Abskiy_Khrebet,ladin,template_boilerplate,L Abskiy Khrebet ie na ciadëina de crëps te la Ruscia.
Abskiy_Khrebet,ladin,template_boilerplate,Si pont plu aut ie a 640 metri.
Abstatt,ladin,template_boilerplate,Abstatt ie n chemun te la Germania tl Landkreis Heilbronn dl stat federel Baden-Württemberg.
Abstatt,ladin,template_boilerplate,"Tl 2020 ovel na populazion de 4 911 sun na spersa de 9,66 km²."
Abtenau,ladin,template_boilerplate,"Ai 1 de jené 2021Template:FormatDate/Wartung/Error ovel na populazion de 5 894 sun na spersa de 186,95 km²."
Abterodaer_Berg,ladin,template_boilerplate,L Abterodaer Berg ie n crëp te la Germania.
Abterodaer_Berg,ladin,template_boilerplate,L à na autëza de 310 metri.
Abthorpe,ladin,template_boilerplate,Abthorpe ie n luech te la Nghiltiera te la contea zeremoniela Northamptonshire.
Abtsbessingen,ladin,template_boilerplate,"Tl 2020 ovel na populazion de 475 sun na spersa de 14,09 km²."
Abtsgmünd,ladin,template_boilerplate,"Tl 2020 ovel na populazion de 7 442 sun na spersa de 71,57 km²."
Abtsrodaer_Kuppe,ladin,template_boilerplate,L Abtsrodaer Kuppe ie n crëp te la Germania.
Abtsrodaer_Kuppe,ladin,template_boilerplate,"L toca pra la ciadëina de crëps Crëps Rhön y à na autëza de 904,8 metri."
Abtsteinach,ladin,template_boilerplate,Abtsteinach ie n chemun te la Germania tl Kreis Bergstraße dl stat federel Hessen.
Abtsteinach,ladin,template_boilerplate,"Tl 2020 ovel na populazion de 2 462 sun na spersa de 11,02 km²."
Abtswind,ladin,template_boilerplate,Abtswind ie n chemun te la Germania tl Landkreis Kitzingen dl stat federel Paiern.
Abtswind,ladin,template_boilerplate,"Tl 2020 ovel na populazion de 849 sun na spersa de 12,81 km²."
Abtweiler,ladin,template_boilerplate,"Tl 2020 ovel na populazion de 189 sun na spersa de 5,76 km²."
Abu-san,ladin,template_boilerplate,"L à na autëza de 586,4 metri."
Abu_Auda,ladin,template_boilerplate,L à na autëza de 105 metri.
Abu_Kubais,ladin,template_boilerplate,L à na autëza de 420 metri.
Abua,ladin,template_boilerplate,Abua ie n luech te l'India tl stat federel Bengal dl Vest.
Abua,ladin,template_boilerplate,L ie tl Bhangar II community development block dl raion Baruipur.
Abua,ladin,template_boilerplate,Tl 2011 ovel na populazion de 1 766.
Abuarpathar,ladin,template_boilerplate,Abuarpathar ie n luech te l'India tl stat federel Bengal dl Vest.
Abuarpathar,ladin,template_boilerplate,L ie tl Sitalkuchi community development block dl raion Mathabhanga.
Abuarpathar,ladin,template_boilerplate,Tl 2011 ovel na populazion de 3 468.
Abuhar,ladin,template_boilerplate,Abuhar ie n luech te l'India tl stat federel Bengal dl Vest.
Abuhar,ladin,template_boilerplate,L ie tl Kushmandi community development block dl raion Gangarampur.
Abuhar,ladin,template_boilerplate,Tl 2011 ovel na populazion de 984.
Abujhati,ladin,template_boilerplate,Abujhati ie n luech te l'India tl stat federel Bengal dl Vest.
Abujhati,ladin,template_boilerplate,Tl 2011 ovel na populazion de 4 611.
Abul_Kasim,ladin,template_boilerplate,L Abul Kasim ie n crëp te l'Etiopia.
Abul_Kasim,ladin,template_boilerplate,L à na autëza de 2 573 metri.
Abusejo,ladin,template_boilerplate,Abusejo ie n chemun de la Spania te la provinzia de Salamanca de la Castilia y León.
Abusejo,ladin,template_boilerplate,"Tl 2018 ovel na populazion de 161 ti cunfins dl chemun, sun na spersa de 23 km²."
Abuye_Meda,ladin,template_boilerplate,L Abuye Meda ie n crëp te l'Etiopia.
Abuye_Meda,ladin,template_boilerplate,L à na autëza de 4 000 metri.
Abzugari,ladin,template_boilerplate,Si pont plu aut ie a 2 205 metri.
Abáigar,ladin,template_boilerplate,"Tl 2018 ovel na populazion de 80 ti cunfins dl chemun, sun na spersa de 4,9 km²."
Abánades,ladin,template_boilerplate,"Tl 2018 ovel na populazion de 61 ti cunfins dl chemun, sun na spersa de 36,08 km²."
Abárzuza-Abartzuza,ladin,template_boilerplate,"Tl 2018 ovel na populazion de 527 ti cunfins dl chemun, sun na spersa de 14,7 km²."
Acacia_Villas_(Florida),ladin,template_boilerplate,"Tl 2019 ovel na populazion de 643 sun na spersa de 0,3 km²."
Acala_(Texas),ladin,template_boilerplate,Acala ie n luech tl Texas te i Stac Unii d’America.
Acala_(Texas),ladin,template_boilerplate,"Tl 2019 ovel na populazion de 65 sun na spersa de 8,1 km²."
Acala_(Texas),ladin,template_boilerplate,Acala fej pert de la contea Hudspeth.
Acalanes_Ridge_(California),ladin,template_boilerplate,"Tl 2019 ovel na populazion de 875 sun na spersa de 1,2 km²."
Acamarachi,ladin,template_boilerplate,L toca pra la ciadëina de crëps Andes y à na autëza de 6 046 metri.
Acampo_(California),ladin,template_boilerplate,Acampo ie na zità te la California te i Stac Unii d’America.
Acampo_(California),ladin,template_boilerplate,"Tl 2019 ovela na populazion de 261 sun na spersa de 2,4 km²."
Acampo_(California),ladin,template_boilerplate,Acampo fej pert de la contea San Joaquin.
Acarnanian_Mountains,ladin,template_boilerplate,I Acarnanian Mountains ie na ciadëina de crëps te la Grecia.
Acarnanian_Mountains,ladin,template_boilerplate,Si pont plu aut ie a 1 589 metri.
Acaryapur,ladin,template_boilerplate,Acaryapur ie n luech te l'India tl stat federel Telangana.
Acaryapur,ladin,template_boilerplate,L ie tl Koilkonda dl raion Mahbubnagar.
Acaryapur,ladin,template_boilerplate,Tl 2011 ovel na populazion de 1 377.
Acate,ladin,template_boilerplate,Acate ie n chemun talian te la provinzia de Ragusa te la Sizilia.
Acate,ladin,template_boilerplate,"Tl 2021 ovel na populazion de 9 962 sun na spersa de 101,42 km²."
