sentence,label,source
"E ol fant o gh'ha dicc: ""O pà, hoo pecou contr'or sciel e inass a voi; mò 'n sun degn d'ess ciamou vust fant"".",lombard,La parobola del Figliol Prodigo LMO/32
E l'ha ciamà vün di sò servitù e gh'ha domandà coss che voreva zì cula roba.,lombard,La parobola del Figliol Prodigo LMO/40
"De lì a poch dì, dop che l'ha mettud insemma tuttcoss, el fioeu più gioven o s'è tòi su e os n'è andai via lontan, e lì l'ha fai ballà tuttcoss in stravizzi.",lombard,La parobola del Figliol Prodigo LMO/29
"Lü dunca l'è spià sü e l'è gnü da sò padar: l'eva 'ncón luntän a l'ha vüst, a n'ha santü cumpassión; l'ha ciapà sü la sbruncia, gh'ha trai i brasc al col e a l'ha basà sü.",lombard,La parobola del Figliol Prodigo LMO/57
"E 'l fiöa ciü veju ch'u vgniva 'd 'n campagna, avsinandse a cà, l'ha sentii a sunoà e cantoà.",lombard,La parobola del Figliol Prodigo LMO/18
"Ma costù, respondend, o gh'ha dii al sò pà: ""Ecco, i è già tanci ann che mì ve stagh in obedienza, e a no son mai andai fòra ona vòlta dei vost comand; e a m'hii mai dai on cavrett per stà on poo alegher coi mè amis.",lombard,La parobola del Figliol Prodigo LMO/29
"Inura 'l fiö agh fa: ""Oh, pà, quanta mal j'ho mai fai mì 'ncrunta 'l cel e ai vost ögg ad vü, mì m'aumerta gnanca pü nom ad vost fiö"".",lombard,La parobola del Figliol Prodigo LMO/57
E fratantu s'è 'ncaminaa da sò poà.,lombard,La parobola del Figliol Prodigo LMO/18
E 'l tudè sö e 'l vegnè da sò pàder.,lombard,La parobola del Figliol Prodigo LMO/24
"Digo dunque che ai tempi del primo re de Zipro, dopo che Gofredo gavea ciapà Terasanta, xe nato che 'na zentildona de Guascogna la xe andà in pelegrinagio al Santo Sepolcro; e intel ritorno, co la xe rivà a Zipro, la gh'è stà oltragià vilanamente da dei scelerati.",lombard,Novella IX della Giornata I del Decamerone (Lumbaart)/87
"E p'r questo ela la se n'è avù a male purassà, che no la podeva quetarse e l'ha p'nsà d'andar dal re a darghe zò.",lombard,Novella IX della Giornata I del Decamerone (Lumbaart)/69
"Ma lü, tornou in sè stess, r'ha dicc: ""Quancc famej in cà dol mè pà i gh'ha pagn a sbach, e mì chì sbasiss dra fam!",lombard,La parobola del Figliol Prodigo LMO/32
"Ma 'r pare o-j ha dicc: ""Mè fì, tì 't stè tavòta con mi, e 'r facc mè o r'è tò; Ma o r'era giust d'ëstesse a tavo, e 'd fé rigozillo, përchè sto tò frèl o r'era mòrt e aora r'é rësuscità; o r'era përdù e o s'é trovasse"".",lombard,La parobola del Figliol Prodigo LMO/31
"; zà a 'n son più degn d'esser ciamä voster fiol; tulìm cm'un di voster garzon!""",lombard,La parobola del Figliol Prodigo LMO/3
"A sautrö sü e andrö da mè pari e a 'j dirö: O pari, a i hö faa pcaa contra u Signur e contra 'd vui; Mì a 'n merit pü d'essi ciamaa vost fì; tratém cum jün di vos'cc servitur"".",lombard,La parobola del Figliol Prodigo LMO/15
"E älórä sübet äl padär l'ha comändà ai servitur: ""Prest, tirè ä män äl pü bel vestid e metìgäl ädòss, e mätègh in did l'anè e i scarp ai pè; Mnè chì äl videl grass e mässèl, e ch'äs mängiä e ch'äs stagä in grän ligrìä pärchè 'stu mé fiö l'erä mort e ädess l'è ärsüssitaa; l'erä pers e äl s'è truvaa"" E i hänn cominsaa ä mängià e bev.",lombard,La parobola del Figliol Prodigo LMO/8
"E dop d'avèi sgairaa tüt quant, u j'è staa 'na gran caristia ant quël pais, e chil u s'è truvaa sensa mangiä.",lombard,La parobola del Figliol Prodigo LMO/15
"Ma ghe xe stà dito da qualchedun che la saria fadiga persa, perchè 'l re condusea una vita cussì poltrona e 'l gera tanto un omo da poco che non solo no 'l vendicava come vol la la giustisia le ofese fate ai altri, ma anzi con viltà vergognosa el ghe ne tolerava, senza darsene per inteso, de infinite fate a lu stesso; de modo che ognun, quando ghe saltava la stissa, el la sfogava con lu usandoghe insulti e vilanie.",lombard,Novella IX della Giornata I del Decamerone (Lumbaart)/87
"Ma el pader l'ha dii ai servitor: ""Presto, portee chì el più bell vestid e vestìll su, mettìggh l'anell in did e i scarp in pee; e menee scià on vedell ingrassad e mazzéll sgiò, e mangemm e femm past; perchè 'sto mè fioeu l'era mort e l'è tornad in vita; l'era pers e o s'è trovad"".",lombard,La parobola del Figliol Prodigo LMO/29
"Aora, përchè o-j é vnuje 'st vòstr fi, ch'o r'ha barbà 'r facc sò con re plandre, i r'ài mazzà për chel col vitèl grass!"".",lombard,La parobola del Figliol Prodigo LMO/31
Ol Burj Khalipha l’è al mumént ol gratacèl piö ólt al mónt.,lombard,tatoeba:lmo
E lì i s'è mettud aeree a fà past.,lombard,La parobola del Figliol Prodigo LMO/29
E costü o voreva pür anch podèss intesnà la büseca con quii giandasse ch'a mangiava i porscei: ma nissün a ga 'n dava.,lombard,La parobola del Figliol Prodigo LMO/32
Ma lü l'ha vignö arabià e l'ha mia vorsö andè an cà; e 'l sò pà l'ha vignö fora e s'ha méss a pregal d'andà dentra.,lombard,La parobola del Figliol Prodigo LMO/40
"L'ha 'ndai insema da vön da cui part lontan, e cul là l'ha mandà inte sò camp a cürè i porscei.",lombard,La parobola del Figliol Prodigo LMO/40
"E la va pianzènt denàns a lü, e la ghe dis: ""Càra el mè siòr, vègni mìga denàns a té perchè me spèti 'na vendèta de l'insült ch'i m'ha fat, ma a sodisfasión de quèl, te préghi d'insegnàm cóme te fé a sofrì quèi insült ch'i fa a té, per imparà cosè cóme g'hó de soportà el mè sènsa rabìm, che lo sa el Signór, se podès, te 'l donarès volentéra, giaché te 'n sé un cosè brào portadór"".",lombard,Novella IX della Giornata I del Decamerone (Lumbaart)/89
"L'è donca andai in collera, e o no voreva miga andà in cà; però l'è vegnud fòra el sò pà, e o s'è mettud adree a pregàll.",lombard,La parobola del Figliol Prodigo LMO/29
"Quando che la dona ga sentìo cussì, la s'ha messo in mente de poderse vendicare per trovare un pò de ben, perchè la se sentiva cussì stufa, de ponzere la mixeria del re.",lombard,Novella IX della Giornata I del Decamerone (Lumbaart)/69
"Alora l'andè e 'l s' miss äl servizzi d'un 'd chel paes, che 'l mandè int una sue campagne a där da magnär ai porch.",lombard,La parobola del Figliol Prodigo LMO/7
"U ciü sgiuvu l'ha dicio al poà: ""Poà, daime lo ch'a 'm pò tucoà dle mie sustanse!"".",lombard,La parobola del Figliol Prodigo LMO/18
"Al dì d'incö a Pola, vöna di cità püssee antigh e impurtant de l'Istria, l'istriota se parla pü de tant.",lombard,Novella IX della Giornata I del Decamerone (Lumbaart)/93
"E 'd lì a poch, miss insema tücc cuss, ol fant pü piscen o l'è nacc viagiand 'n ügn pais luntagn, e là r'ha bütou ol facc sò vivend in bagurd.",lombard,La parobola del Figliol Prodigo LMO/32
"El re, che fin alora gera stà cussì negligente e poltron, come se 'l se svegiasse dal sono, prinsipiando da l'afronto fato a 'sta signora, che xe stà da lu rigorosamente punìo, el xe deventà severissimo persecutor de tuti quei che da quel momento i avesse comessa qualunque cossa contro l'onore de la sò corona.",lombard,Novella IX della Giornata I del Decamerone (Lumbaart)/87
"E Déio sa che se mi poudissi, volentera la douneravi a téi, che ti le sè tignéi tanto ben”.",lombard,Novella IX della Giornata I del Decamerone (Lumbaart)/93
"Ma lü 'n resposta gh'ha dii: ""Väghi gnenta, pà?",lombard,La parobola del Figliol Prodigo LMO/57
Al piœv miga.,lombard,tatoeba:lmo
"E 'l pì giovo a-j ha dìje: ""Pare, dème la mia part ch'a 'm ven!"" e 'l pare a l'ha fàit le part. Quàich dì dòp a s'è andàsne 'nt un paìs ben lontan, e a-j è pa 'ndàje vàire, ch'a l'ha fàit sauté tut, abandonandse a ògni sòrt ëd piasì.",lombard,La parobola del Figliol Prodigo LMO/25
Per 'sta reson a l'è influenzaa del Verones.,lombard,Novella IX della Giornata I del Decamerone (Lumbaart)/87
"L'ha pijaa 'l partii 'd bütarse al servizzi d'ün omu 'd qual paise, ch'u l'ha mandaa a scóa i porchi.",lombard,La parobola del Figliol Prodigo LMO/18
"Ma 'l padär äl gh'ha dit: ""Oh, äl mè fiö, tì t'è sempär con mì, e tüt quel che gh'hoo l'è tò; Ma l'erä giüst dä stà älegär e fà festä, pärchè 'stu tò frädè l'erä mort e l'è ärvistaa; l'erä pers, e äl s'è trovaa"".",lombard,La parobola del Figliol Prodigo LMO/8
"Ma lui o gi ha responduu al pà: ""Guarda quancc agn l'è che mì son er tò comandament, e tì m'eet mai daicc on ioeurii perchè stassom allegro con i mè amis; Ma l'è vegnuu el tò fioeu, che ti a ghe l'ha magiaa tutt er sò part der robbe con i puttann, e tì ti j'eet faicc strubià giù er videll più grass"".",lombard,La parobola del Figliol Prodigo LMO/26
"Der grôssest Sun is g'sid in d'Achre, und a b'chomo under ds-Hûs hèd-er g'hêrd lûto d'Mûsik.",lombard,La parobola del Figliol Prodigo LMO/58
"Ma 'l pàder el dizè ai sò servitùr: ""Zó, prèst, portè ché 'l piö bèl àbit e vistìl, e mitìga l'anèl en dit e le scàrpe 'n pè; E menè föra 'n vedèl engrasàt e copèl, e mangióm e stóm alégher!",lombard,La parobola del Figliol Prodigo LMO/37
"El re, che fin alora gera stà ona galana, come se alora solamente el verzesse i oci, scomenzando dal torto fato a 'sta dona, che co rigore el l'ha vendicà, el s'ha messo a perseguitare da bon tuti quei che da alora inanzi fesse qualche cosa contro l'onor de la sò corona.",lombard,Novella IX della Giornata I del Decamerone (Lumbaart)/69
El ciamè ön di servitùr e 'l ghe dumandè cùsa l'era.,lombard,La parobola del Figliol Prodigo LMO/24
On um a l'ha 'vüd düü fiöö.,lombard,La parobola del Figliol Prodigo LMO/32
"Und nid van veljun Tagun der jungfto Son, àlls zueg fàmlods, ef g'ganged in wite Lander und da had èr alls des finan g'gèssed in liederlichf Leban.",lombard,La parobola del Figliol Prodigo LMO/58
"Ma vargü i g'ha dit che l'aràs trat vià el tèmp, perchè 'l rè l'éra 'n óm isè de póch, che óltre no éser gnà bù de vindicà le oféze fàde ai àter, el supurtàa aca quìle ch'i ga fàa a lü; e sücidìa che töcc quii che gh'ìa vargót cóntra lü, i se sfogàa col dìghen de töte le sórcc.",lombard,Novella IX della Giornata I del Decamerone (Lumbaart)/89
"Dë lì a pòchi dì, dòp avèj dà ël bondì a tuti, a l'é partì e l'é 'ndàsse a fermé 'nt un paìs lontan dov, a fòrsa ëd désse al bel temp, a l'ha sgairà tut ël fàit sò.",lombard,La parobola del Figliol Prodigo LMO/25
"E l'aerés volìt impienì la sò pànsa de le taèle che i mangiàa i sì, ma nisü ghe 'n dàa.",lombard,La parobola del Figliol Prodigo LMO/37
"Tudarò sö e andarò da mé pàder e ghe dirò: Pupò, hò pecàt cóntra 'l siél e in fàcia a vó Ne sun pö dègn d'èser ciamàt vòster fiól; tegnìme cùme ön di vòster servitùr"".",lombard,La parobola del Figliol Prodigo LMO/24
"E 'l più zovno do cos-ci l'ha dicc onsé a seu pari: ""Dèmi 'l mè tòco ch'a venmi!"" e lu l'ha sparté fòghi la ròba.",lombard,La parobola del Figliol Prodigo LMO/22
8- Dialet de l'Ultrepò Paves Ün om äl gh'ävivä düü fiö.,lombard,La parobola del Figliol Prodigo LMO/8
"'Na volta ch'l'è stai plà cumè un män, gh'è gnü 'n sül pat una grän caristia 'nta cul pais, ad manera che l'ha cmansipià a santìss suta 'na grän sgajusa.",lombard,La parobola del Figliol Prodigo LMO/57
"E chil u j'ha arspost: ""Vost frel l'è vnüü a cà e vost pari l'ha faa massä in videl grass perché l'è vnüü a cà ardii"".",lombard,La parobola del Figliol Prodigo LMO/15
E lü l'aràf fina vurìt impienìsse la pànsa cun le giànde che mangiàva i nimài; ma nisön ghe na dìva.,lombard,La parobola del Figliol Prodigo LMO/24
Incœ fa freid.,lombard,tatoeba:lmo
"Quand l'era ancor luntan, el päder el vist e, moss de cumpassion, el gh'cors incontre e 'l gh' saltè al col e l'el basè.",lombard,La parobola del Figliol Prodigo LMO/7
Peroi l'è una fraziun del cumün de Grisignana.,lombard,Novella IX della Giornata I del Decamerone (Lumbaart)/93
"'Sta cosa el fè muntär in colera, e 'n vleva più endär in cà; ma sue päder, essend vegnuu fuere, l'el preghè.",lombard,La parobola del Figliol Prodigo LMO/7
"Despòi che la fimina giò sentóu ‘sta bela storia, desperada de no podé vendicàsse, e per catà qualco consolazion de la sò malinconéia, la giò stabiléi de morsegà la stissa cativeria del ri.",lombard,Novella IX della Giornata I del Decamerone (Lumbaart)/93
"E dòp d'avèj consumà tut lo ch'a l'avìa, venìa ch'ant col paìs a-j nassù na famin-a dle pì fere, e che chiel comensa a manché dël necessari.",lombard,La parobola del Figliol Prodigo LMO/33
"E chel o r'é andà in fùria, e o vàiva nen antré.",lombard,La parobola del Figliol Prodigo LMO/31
"Da là a pòch tempo, ost mato l'ha tirà via tut col ch'a l'iva tocàghi e l'è nacc via a stima lontan lontan, e l'ha mangià 'l fat seu con al svaldrini.",lombard,La parobola del Figliol Prodigo LMO/22
"Intant, pensand mej ai fat sù, al dess: ""Quanti garzon in cà 'd mì päder i han dal pän d'avanz, e mè què intant a mor 'd fam!""",lombard,La parobola del Figliol Prodigo LMO/3
"Ma el päder e 'gh diss: ""Fiol, tì ti è semper cun mì, e quel ch'ho l'è tue.",lombard,La parobola del Figliol Prodigo LMO/7
E r'ha ciamou vügn d'igl famej e o gh'ha dmandou cuss i era 'sti cuss.,lombard,La parobola del Figliol Prodigo LMO/32
"Ma gh'è stà chi ga dito ch'la gh'andaria buxa, parchè 'l gera tanto mona e bon da gninte, ch'invese 'd far giustisia 'd le canagiade ch'i ghe fava ai altri, 'd tante ch'i gh'ne fava a lu a parea giusto che 'l ne 'gh badasse gnanca; e per questo chi la ghéa su co qualch d'un, i se sfogava cogionandolo e strapassandolo lu.",lombard,Novella IX della Giornata I del Decamerone (Lumbaart)/69
"Ma ël fieul, rispondend-je a-j ha dije: ""Son tanti ani ch'iv servo e l'heu mai trasgredì un dij vòstri ordin, e voj m'avì mai dame un cravòt dë fé un ragosìo con i mè amis.",lombard,La parobola del Figliol Prodigo LMO/33
"Quest ignora, rabbiaa, o n'iva voluu nà in er cà; e lo pà, naicc fora, o l'è mettuu dress a pregàll.",lombard,La parobola del Figliol Prodigo LMO/26
"Ma dese Sû enochêd dum Vatter: ""Ès is sho vil Jüre das iech alzit ou sta zum b'secch, und bi nie ûsg'gangod e word van ouwem b'secch, und Ier hèd mer niemer g'gäd es gèissi um z'sî e Frî hurtegs med mîne g'sellje. Und desem, das alls hèd g'gèssd das Sîno med do Hèpsho, med-er-mo g'slagod das véisst Chalb"".",lombard,La parobola del Figliol Prodigo LMO/58
Ün omu l'avea doi fiöi.,lombard,La parobola del Figliol Prodigo LMO/18
"E un pòch apreu, quand lo fì pì giovo ha agù tut rabastà, a se n'è anà fòra ent un paìs leugn, e là l'ha dessipà sò ben en vivand ent la desbàucia.",lombard,La parobola del Figliol Prodigo LMO/25
"Donche, come ca ve disea, ai tempi del primo re de Zipro, daspò che i ghea ciapà Terasanta, xe nato che 'na zentildona de Guascogna la xe andà in pelegrinagio al Santo Sepolcro; e 'ntel tornare indrio, rivà che la xe in Zipro, da dei birbanti ghe xe stà fato de le vilanade.",lombard,Novella IX della Giornata I del Decamerone (Lumbaart)/87
"Eis par Tage, dernâ der jungfto dère zweie Chinde head alls z'sèmme g'macht was er g'hâ hed, unn if g'ganged fil wit, wa-j-er hed fertân fi Sach und ferlumpud.",lombard,La parobola del Figliol Prodigo LMO/58
"E ló 'j dess: ""L'è vgnû voster fradel, e voster päder l'ha fat amazzär un videl ingrassä, perchè 'l l'ha turnä a 'veir san e svelt"".",lombard,La parobola del Figliol Prodigo LMO/3
"Cla siora, có l'ha sentì st'cosse ch'è qua, ne vedendoghe ciaro de poderse sfogare, per torse un poc'tin de cl'angossa ch'la ghéa, la s'ha pensà 'd darghe intel muxo al re che 'l gera un mis'ron.",lombard,Novella IX della Giornata I del Decamerone (Lumbaart)/69
"Onde gila, indulianduse fuortalmento de ‘stu afronto, sensa né cunsejo né cunfuòrto, l’huò pensà de zéi a fà istansia al ri; ma a ghe zì stà déito da qualchedóun che la faravo la cal indarno, perchì quil ri el gira d’una véita cusséi miseriusa e ‘l gira cussèi puòco de bon, che invir d’invindicà con giustéizzia i tuòrti di altri, el supurtiva in santa pas cun gran verguògna quii che ghe vigniva fati a lóu medimo, tanto che ignióun che aviva del venen intu ‘l su cor el se desfughiva cul fàghe qualco scuòrno e verguògna.",lombard,Novella IX della Giornata I del Decamerone (Lumbaart)/93
"Sò pari anlura, u 'n l'ha manch lassaa finì ëd dì, l'ha sibit ciamaa i sui servitù e u j'ha dicc: ""Andii sibit a pié 'r vestii pì bel ch'u 'j sia, prestu, portél chì e bitéilo adoss, bité aissé u sò ané ant ün dii, i soi causset, ër sò scarpe; Andé ans la stala, uché i videl pü grass, masséli, prontii adiritira in bel disné, ch'a voi ch'a dago past; mangiuma e stuma alegri, evviva!",lombard,La parobola del Figliol Prodigo LMO/15
"E cussì la ga fato, e la ga dito: ""Sior mio, mi no son vegnùa qua a la tò prexensa perchè te me daghi raxon de la bruta azion che me xe stà uxà; ma solo te prego, che ti te m'insegni come che te fè a soportare quele che mi sento che i te fa a ti, parchè cussì impara anca mi a soportare la mia con pasiensa; e te giuro che se mi podesse te daria anca la mia de tuto cuor, xà che ti xe tanto bon da portarghene"".",lombard,Novella IX della Giornata I del Decamerone (Lumbaart)/69
"E quand el n'avè più nient e vins une grande carestie, cminsipiè a fàregh sentir la miserie.",lombard,La parobola del Figliol Prodigo LMO/7
"411 Dunque digo che intei tenpi del primo re de Sipro, dopo che xe stà conquistà la Tera Santa da Gottifredi Buglion è nato el caxo che una zentildona de Guascogna, andada in pelegrinagio al Sepolcro, de ritorno arivada a Sipro, alcuni birbanti de omeni i la ga brutalmente maltratà.",lombard,Novella IX della Giornata I del Decamerone (Lumbaart)/69
Machignaga: E Man hed g'han zwei Chind.,lombard,La parobola del Figliol Prodigo LMO/58
"Ma costü, respondend, o gh'ha dii al sò pà: ""Ecco, i è già tanci ann che mì av stagh in obedienza, e a no son mai andai fora ona volta dai vost comand; e a m'hii mai dai on cavret par stà on poo alegar coi mè amis.",lombard,La parobola del Figliol Prodigo LMO/32
Su quelle e con quelle si va comodamente da strofa in strofa come da chilometro in chilometro.,lombard,Ore di città/25
"E 'l fieul j'ha dije: ""Padre, mi i l'heu pecà contra ël siel e an vòstra presensa; son pì nen degn d'esse ciamà vòst fieul"".",lombard,La parobola del Figliol Prodigo LMO/33
Vi ricordate di Pinocchio che sognava una settimana composta di sei giovedì e di una domenica?,lombard,Ore di città/25
"Ër pì zovo di doe o r'ha dicc a sò pare: ""Papà, deme 'r mè tòch dër facc mè!"" e chel o r'ha spartì tra 'd chej ra ròba ch'i vnàiva.",lombard,La parobola del Figliol Prodigo LMO/31
"Ma ël pare a l'ha dit aj sò domestich: ""Su, portéje un vëstì neuv, déje un anèl a un pàira ëd scarpe; e peui mné sì un vitèl bin grass, massélo, mangiomslo; përché cost mè fieul a l'era mòrt e a l'é rescuscità, s'era përdùsse e i l'oma trovàlo"" e a 's son butàsse a fé festa.",lombard,La parobola del Figliol Prodigo LMO/25
"Wi-es noch is g'sîd uît, hèd's sus der Atto g'sih'd und is-mo g'sprungud b'chomo und hèd-mo sech g'lèid em Hlas und's sus g'chèsd.",lombard,La parobola del Figliol Prodigo LMO/58
"I partireu, j'andreu dë mè pare e-j direu: Pare mi i l'heu mancà contra ël ciel e contra ëd voi; i son pì nen degn d'essi ciamà vòst fieul; pième com 'na vòsta përsòna ëd servissi"".",lombard,La parobola del Figliol Prodigo LMO/25
"""Mè car fieul"" a-j ha rispòst ël pare ""ti t'é stà sempre con mi, e tutcòss a l'é mè, a l'é tò; Absognava ben ch'i 'm ralegrèissa, përché tò fratèl l'era mòrt e a l'é resucscità; s'era përdùsse e i l'avoma tornàlo a trové"".",lombard,La parobola del Figliol Prodigo LMO/25
Un zert om avè dû fiû.,lombard,La parobola del Figliol Prodigo LMO/3
"Quand pö l'era anch mò lontan, o l'ha vedüd el sò pà, e o s'è movüd a compassiogn e, corendagh incontra, o si gh'è bütad sül col e o 'l basà sü.",lombard,La parobola del Figliol Prodigo LMO/32
E il sole se ne va e la sera cala.,lombard,Ore di città/25
"Ël pì giovo un dì a-j ha dìje: ""Mè pare, dème tut lò ch'a 'm ven ëd mia part!"" e 'l pare a-j ha dàje mèss ël sò patrimòni.",lombard,La parobola del Figliol Prodigo LMO/25
"Ma 'r pari u j'ha dicc: ""O fanciot, tì t'èi sempr staa con mì, e quël ch'a i hö mì, l'è tò; ma l'era trop du giüst d'mangiä, d'beive e 'd fä festa, perché ist tò frel l'era mort e l'è arsüscitaa; u s'era pers, e u s'è truvaa"".",lombard,La parobola del Figliol Prodigo LMO/15
"Tornand ënt chiel istèss, a l'ha dit: ""Quanti servitor a stan bin a cà ëd mè pari, a mangio fin ch'a veulo e mi, pòvr disgrassià, i son condanà a murì sì ëd fame! i veui partì, j'andreu a trové mè pare e-j direu: Mè pare, j'heu mancà contra ël ciel e contra ëd voi; i son pì degn d'essi ciamà vòstr fieul, considerémi mach pì com un dij vòstri servitor"".",lombard,La parobola del Figliol Prodigo LMO/25
"E lü al gh'ha dii: ""Gh'è rivà sò fradee, e sò pà l'ha fai massé 'l pü bel videe ch'as gh'eva sü"".",lombard,La parobola del Figliol Prodigo LMO/57
"Ma ló, arspundend, dess a sò päder: ""Guardè, l'è tant ch'av serev, e mai a i ho dsubidê a un voster cmand, e vù mai m'avî dä un cavrèt da fär una striva con i mì amigh; ma subit pò ch'è arivä 'st voster fiol, chi s'è magnä tut al sò con del dunazzi, avî amazzä un videl ingrassä"".",lombard,La parobola del Figliol Prodigo LMO/3
"Ma 'l pà gh'ha zii a son servitoi: “Portè chilò bel vestì e vestìr; metèj sü l'anè ant i dii e i scarp ant i pei; E menè fora al videl ingrassà e mazzumla, e mangiuma e bevuma.",lombard,La parobola del Figliol Prodigo LMO/40
Ön òm el gh'ìa du s'cècc.,lombard,La parobola del Figliol Prodigo LMO/37
"A turò su e s'andarò da mì päder e a 'j dirò: Pä, a i ho fat un gran tort al Zil e a vò!",lombard,La parobola del Figliol Prodigo LMO/3
"E r'ha dicc ol pü piscen de quigl: ""Oh, pà, dem ra part dra roba ch'o 'm toca!"" e lü o gh'ha spartii ra roba.",lombard,La parobola del Figliol Prodigo LMO/32
Ist che qui u l'ha mandaa a 'na sò cascina a scöi i ghin.,lombard,La parobola del Figliol Prodigo LMO/15
"E u s'areiva ampii aurantee ra pansa dra giandr ch'i mangiavu i pors, ma u 'n j'era niün che 'j na dess.",lombard,La parobola del Figliol Prodigo LMO/15
"L'è tanc agn che mi i ruma al vost teri e mi 'v son sempar übidì, e vü m'hii mai dai gnanca 'n cravin par andé sté 'n poo alegar cum i mè camarada.",lombard,La parobola del Figliol Prodigo LMO/57
"El re, che finalmentre 'lora el parea indromenzà, squasi che 'l se desmissiasse dal sono, parzipiando col sarvire a ogio quii che ghea usità chela burta insolenza a 'sta siora, no 'l gh'in ha lassà pì passar una a gnessun che d'alora inanzi ghesse fato desprisio a l'anore de la sò corona.",lombard,Novella IX della Giornata I del Decamerone (Lumbaart)/87
E i han cmenzaa a mangiä.,lombard,La parobola del Figliol Prodigo LMO/15
"Quand a l'ha vist dë lontan sò pare, pià dë la compassion, a s'è nen podùsse tnì d'andéje ancontra, ëd sautéje al còl e 'd basélo.",lombard,La parobola del Figliol Prodigo LMO/25
"Al päder 'd ló donca, vgnû fora, cminzò a pregärel.",lombard,La parobola del Figliol Prodigo LMO/3
"Ma la zente ghe disea che la gavaria butà via el sò fià, perchè 'l re no 'l se savaria de gnente, e 'l gera tanto poco da ben che non solo no 'l vendicava i afronti che riseveva i altri, ma el tolea su quante malagrazie i ghe fasea; tanto che quei che la gaveva su con lu, i se sfogava fasendoghe non so quante insolenze.",lombard,Novella IX della Giornata I del Decamerone (Lumbaart)/87
"Giovanni Papanti, I parlari italiani in Certaldo, 1875, pagg. 561-562 Lonigo el se troeuva a sud-ovest de Vicenza, in de la bassa, al confin con la Provincia de Verona.",lombard,Novella IX della Giornata I del Decamerone (Lumbaart)/87
"Ectoli ch'ant cul pais u j'é 'gnii 'na carestia mai raparigia, ch'l'ha portaa 'na fam du diavu.",lombard,La parobola del Figliol Prodigo LMO/15
Diò ès is g'gangd z'sîm Atto.,lombard,La parobola del Figliol Prodigo LMO/58
"E 'l pàder el g'ha rispòst: ""Car el mè s'cèt, té te sé sèmper con mé, e quèl ch'è mè l'è tò; Bizognàa fà past e godìsela, perchè 'sto tò fradèl cheché l'éra mòrt e l'è resösitàt; l'ìe pèrs e l'ó catàt"".",lombard,La parobola del Figliol Prodigo LMO/37
"Idio sa che, se mi podesse, quanto volentiera te faria regalo anca de la mia, perchè vedo che te ghè bone spale da scorlarle zò"".",lombard,Novella IX della Giornata I del Decamerone (Lumbaart)/87
"Passà quàich dì, radunàsse tut, ël fieul pì giovo s'è partìsne dë cà pr'ëd paìs lontan, e a l'ha mangià ël fèit sò ant le ribòte.",lombard,La parobola del Figliol Prodigo LMO/25
"Ma 'r fì, arspundendij, u j'ha dicc: ""Vardee, i son zà tancc agn ch'a 'v fass u servitù, e quandi ch'i m'èi cmandaa, a v'hö sempr'ubdii, e i 'n m'èi mai daa in cravet da godmi con i amisg.",lombard,La parobola del Figliol Prodigo LMO/15
"E 'r fiò u j'ha sibit dicc: ""Oh, pari! Ah, ch'a n'hu faa tante an contra u Signor e an contra ëd voi! Ah, ch'a 'n merit manch pü d'esse ciamaa vost fiò!""",lombard,La parobola del Figliol Prodigo LMO/15
"E dë lì a quàich dì, butà 'nsèm tut ël fàit sò, ël fieul pì giovo së 'n partìsne pr'un paìs lontan, dov l'ha fàit prà nèt ëd tut con vive dë spensierà.",lombard,La parobola del Figliol Prodigo LMO/25
"Da agnò a poicch dì el più ponzell el se tirè el tutt sott lui e 'l s'en giè de lontan, dove 'l bordigò er sostanze malament con or bozzerre.",lombard,La parobola del Figliol Prodigo LMO/26
Ilora l'ha ciapaa la rabia e 'l voleva plù ir int in baita.,lombard,La parobola del Figliol Prodigo LMO/5
"E, tojendas sü, l'è vegnüd dal sò pà.",lombard,La parobola del Figliol Prodigo LMO/32
"El re, che fin alora el gera stà cussì pigro e mincion come v'ho contà, ga parso che 'l se svegia tuto int un fià; l'ha cominzià da la baronada che i gavea fato a la zentildona, che 'l la ga castigà coi fiochi; e 'l s'è messo pò co le man e coi piè a vendicar anche tuto quelo che gavesse dà ombra al sò onor e a quelo de la sò corona.",lombard,Novella IX della Giornata I del Decamerone (Lumbaart)/69
"La dóna, a sènter 'sta ròba, sènsa sperànsa de podìs vendicà, l'ha pensàt, per solevàs de la sò nòia, de volì sgagnà la mizéria del rè.",lombard,Novella IX della Giornata I del Decamerone (Lumbaart)/89
"Quand che l'era anmò de lontan, al sè pà a l'ha veduu e 'l s'è movuu a compascion, al gh'è cors incontra, al gh'ha butaa i bräcc al col e a l'ha basgiaa sù.",lombard,La parobola del Figliol Prodigo LMO/5
"Bernardino Biondelli, Saggio sui dialetti Gallo-italici, 1853, pag.",lombard,La parobola del Figliol Prodigo LMO/8
"E mnetne sì un vitèl bin grass, masselo e fè ch'la cusina a branda, ch'a-j sia un disné e un tratament dë nòsse.",lombard,La parobola del Figliol Prodigo LMO/33
"Dolendose ela per esser stàa cossì malamente avilìa, e senza nessuna consolazion, gh'è vegnesto 'n pensiero de portar le sò lagnanze al re.",lombard,Novella IX della Giornata I del Decamerone (Lumbaart)/82
